Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
539527,CREATIVE,Creative Castings Ltd,20 Sep 2024,Final Dividend - Rs. - 10.0000,21 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
543547,DDEVPLSTIK,Ddev Plastiks Industries Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,-,22 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
502137,DECCANCE,Deccan Cements Ltd-$,20 Sep 2024,Final Dividend - Rs. - 3.0000,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
538715,DHABRIYA,Dhabriya Polywood Ltd,20 Sep 2024,Final Dividend - Rs. - 0.5000,-,23 Sep 2024,28 Sep 2024,23 Sep 2024,23 Sep 2024,-
526971,DHOOTIN,Dhoot Industrial Finance Ltd,20 Sep 2024,Dividend - Rs. - 1.5000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
543410,DMR,DMR Hydroengineering & Infrastructures Ltd,20 Sep 2024,Final Dividend - Rs. - 0.1200,21 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
512519,DONEAR,Donear Industries Ltd-$,20 Sep 2024,Final Dividend - Rs. - 0.2000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
543983,EMSLIMITED,EMS Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
542668,EVANS,Evans Electric Ltd,20 Sep 2024,Final Dividend - Rs. - 3.0000,20 Sep 2024,-,-,16 Sep 2024,20 Sep 2024,-
543895,EXHICON,Exhicon Events Media Solutions Ltd,20 Sep 2024,Dividend - Rs. - 1.0000,-,22 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
590024,FACT,Fertilizers and Chemicals Travancore Ltd,20 Sep 2024,Final Dividend - Rs. - 0.9700,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
511628,FEDDERSHOL,Fedders Holding Ltd,20 Sep 2024,Stock  Split From Rs.10/- to Rs.1/-,20 Sep 2024,-,-,16 Sep 2024,20 Sep 2024,-
526227,FILATEX,Filatex India Ltd-$,20 Sep 2024,Final Dividend - Rs. - 0.2000,20 Sep 2024,-,-,16 Sep 2024,20 Sep 2024,-
542812,FLUOROCHEM,Gujarat Fluorochemicals Ltd,20 Sep 2024,Final Dividend - Rs. - 3.0000,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
522195,FRONTSP,Frontier Springs Ltd,20 Sep 2024,Final Dividend - Rs. - 1.5000,-,21 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
532181,GMDCLTD,Gujarat Mineral Development Corporation Ltd,20 Sep 2024,Dividend - Rs. - 9.5500,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
530655,GOODLUCK,Goodluck India Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,21 Sep 2024,-,-,-,-,-
544140,GOPAL,Gopal Snacks Ltd,20 Sep 2024,Final Dividend - Rs. - 0.2500,21 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
505710,GRAUWEIL,Grauer & Weil India Ltd-$,20 Sep 2024,Final Dividend - Rs. - 0.5000,-,21 Sep 2024,25 Sep 2024,20 Sep 2024,20 Sep 2024,-
540602,GTPL,GTPL Hathway Ltd,20 Sep 2024,Final Dividend - Rs. - 4.0000,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
524080,HARLETH,Haryana Leather Chemicals Ltd,20 Sep 2024,Dividend - Rs. - 1.0000,-,21 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
514043,HIMATSEIDE,Himatsingka Seide Ltd,20 Sep 2024,Final Dividend - Rs. - 0.2500,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
509635,HINDCOMPOS,Hindustan Composites Ltd,20 Sep 2024,Final Dividend - Rs. - 2.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
530315,HINDTIN,Hindustan Tin Works Ltd-$,20 Sep 2024,Final Dividend - Rs. - 1.2000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
543929,HMAAGRO,HMA Agro Industries Ltd,20 Sep 2024,Final Dividend - Rs. - 0.3000,-,21 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
540377,IFL,IFL Enterprises Ltd,20 Sep 2024,Bonus issue 1:150,21 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
517370,INCAP,Incap Ltd,20 Sep 2024,Dividend - Rs. - 1.0000,-,21 Sep 2024,24 Sep 2024,20 Sep 2024,20 Sep 2024,-
533676,INDOTHAI,Indo Thai Securities Ltd,20 Sep 2024,Final Dividend - Rs. - 0.6000,-,21 Sep 2024,24 Sep 2024,20 Sep 2024,20 Sep 2024,-
509709,INTLCONV,International Conveyors Ltd,20 Sep 2024,Final Dividend - Rs. - 1.1000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
522183,ITL,ITL Industries Ltd-$,20 Sep 2024,Final Dividend - Rs. - 1.0000,-,22 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
513252,JAYUSH,Jay Ushin Ltd,20 Sep 2024,Dividend - Rs. - 3.0000,21 Sep 2024,-,-,-,-,-
543989,KALAMANDIR,Sai Silks (Kalamandir) Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
513509,KALYANIFRG,Kalyani Forge Ltd,20 Sep 2024,Final Dividend - Rs. - 3.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
539659,KAMATS,Vikram Kamats Hospitality Ltd,20 Sep 2024,Final Dividend - Rs. - 0.3000,21 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
538896,KANCHI,Kanchi Karpooram Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,20 Sep 2024,-,-,16 Sep 2024,20 Sep 2024,-
535566,KIFS,KIFS Financial Services Ltd,20 Sep 2024,Final Dividend - Rs. - 1.4000,20 Sep 2024,-,-,16 Sep 2024,20 Sep 2024,-
521248,KITEX,Kitex Garments Ltd,20 Sep 2024,Final Dividend - Rs. - 1.5000,-,21 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
523550,KRYPTONQ,Krypton Industries Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,21 Sep 2024,-,-,-,-,-
531842,LAHOTIOV,Lahoti Overseas Ltd-$,20 Sep 2024,Final Dividend - Rs. - 0.2000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
526961,LASTMILE,Last Mile Enterprises Ltd,20 Sep 2024,Final Dividend - Rs. - 0.2500,-,22 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
590078,MAITHANALL,Maithan Alloys Ltd,20 Sep 2024,Final Dividend - Rs. - 6.0000,-,21 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
543364,MARKOLINES,Markolines Pavement Technologies Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,20 Sep 2024,-,-,-,-,-
538964,MERCURYLAB,Mercury Laboratories Ltd,20 Sep 2024,Final Dividend - Rs. - 3.5000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
500159,METROGLOBL,Metroglobal Ltd,20 Sep 2024,Final Dividend - Rs. - 2.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
517344,MINDTECK,Mindteck (India) Ltd,20 Sep 2024,Bonus issue 1:4,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
512153,MLINDLTD,M Lakhamsi Industries Ltd,20 Sep 2024,Final Dividend - Rs. - 0.1000,20 Sep 2024,-,-,-,-,-
530341,MUKESHB,Mukesh Babu Financial Services Ltd,20 Sep 2024,Final Dividend - Rs. - 1.2000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
532234,NATIONALUM,National Aluminium Company Ltd,20 Sep 2024,Final Dividend - Rs. - 2.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
523630,NFL,National Fertilizers Ltd,20 Sep 2024,Final Dividend - Rs. - 0.2700,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
530897,NGIND,NG Industries Ltd-$,20 Sep 2024,Dividend - Rs. - 3.5000,-,22 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
535136,NIBE,NIBE Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,21 Sep 2024,-,-,-,-,-
508875,NITINCAST,Nitin Castings Ltd,20 Sep 2024,Final Dividend - Rs. - 3.0000,21 Sep 2024,-,-,-,-,-
542628,NSL,Northern Spirits Ltd,20 Sep 2024,Final Dividend - Rs. - 0.2500,-,22 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
524136,PCCOSMA,Pee Cee Cosma Sope Ltd,20 Sep 2024,Final Dividend - Rs. - 3.0000,-,21 Sep 2024,30 Sep 2024,20 Sep 2024,20 Sep 2024,-
524136,PCCOSMA,Pee Cee Cosma Sope Ltd,20 Sep 2024,Special Dividend - Rs. - 2.0000,-,21 Sep 2024,30 Sep 2024,20 Sep 2024,20 Sep 2024,-
503100,PHOENIXLTD,The Phoenix Mills Ltd,20 Sep 2024,Bonus issue 1:1,21 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
539883,PILANIINVS,Pilani Investment and Industries Corporation Ltd,20 Sep 2024,Dividend - Rs. - 15.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
539150,PNCINFRA,PNC Infratech Ltd,20 Sep 2024,Final Dividend - Rs. - 0.6000,-,22 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
524051,POLYPLEX,Polyplex Corporation Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,-,21 Sep 2024,23 Sep 2024,20 Sep 2024,20 Sep 2024,-
539302,POWERMECH,Power Mech Projects Ltd,20 Sep 2024,Final Dividend - Rs. - 2.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
526247,PREMEXPLN,Premier Explosives Ltd,20 Sep 2024,Final Dividend - Rs. - 0.5000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
540404,PRIMEFRESH,Prime Fresh Ltd,20 Sep 2024,Dividend - Rs. - 0.5000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
531412,RADIXIND,Radix Industries (India) Ltd,20 Sep 2024,Final Dividend - Rs. - 0.5000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
522257,RAJOOENG,Rajoo Engineers Ltd-$,20 Sep 2024,Final Dividend - Rs. - 0.1250,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
544207,RELIABLE,Reliable Data Services Ltd,20 Sep 2024,Final Dividend - Rs. - 0.0300,20 Sep 2024,-,-,16 Sep 2024,20 Sep 2024,-
520008,RICOAUTO,Rico Auto Industries Ltd,20 Sep 2024,Final Dividend - Rs. - 0.6000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
540590,RIDDHICORP,Riddhi Corporate Services Ltd,20 Sep 2024,Final Dividend - Rs. - 0.4900,-,22 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
541556,RITES,RITES Ltd,20 Sep 2024,Bonus issue 1:1,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
541556,RITES,RITES Ltd,20 Sep 2024,Final Dividend - Rs. - 5.0000,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
505807,ROLCOEN,Rolcon Engineering Company Ltd,20 Sep 2024,Final Dividend - Rs. - 2.0000,20 Sep 2024,-,-,16 Sep 2024,20 Sep 2024,-
533168,ROSSELLIND,Rossell India Ltd,20 Sep 2024,Spin Off ,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
517500,ROTO,Roto Pumps Ltd,20 Sep 2024,Final Dividend - Rs. - 1.8800,-,21 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
533552,RUPA,Rupa & Company Ltd,20 Sep 2024,Dividend - Rs. - 3.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
535789,SAMMAANCAP,Sammaan Capital Ltd,20 Sep 2024,Dividend - Rs. - 2.0000,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
532435,SANINFRA,Sanmit Infra Ltd,20 Sep 2024,Final Dividend - Rs. - 0.0350,-,22 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
514280,SANTETX,Sanrhea Technical Textiles Ltd,20 Sep 2024,Dividend - Rs. - 1.5000,20 Sep 2024,-,-,-,-,-
542862,SHAHLON,Shahlon Silk Industries Ltd,20 Sep 2024,Final Dividend - Rs. - 0.0600,-,21 Sep 2024,30 Sep 2024,20 Sep 2024,20 Sep 2024,-
539148,SHIVALIK,Shivalik Rasayan Ltd,20 Sep 2024,Final Dividend - Rs. - 0.5000,-,22 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
539334,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Ltd,20 Sep 2024,Final Dividend - Rs. - 1.5000,21 Sep 2024,-,-,-,-,-
512060,SHYAM,Ventura Guaranty Ltd,20 Sep 2024,Final Dividend - Rs. - 4.5000,-,23 Sep 2024,30 Sep 2024,23 Sep 2024,23 Sep 2024,-
543986,SOUTHWEST,South West Pinnacle Exploration Ltd,20 Sep 2024,Final Dividend - Rs. - 0.5000,20 Sep 2024,-,-,-,-,-
500215,SUNDROP,Sundrop Brands Ltd,20 Sep 2024,Final Dividend - Rs. - 3.0000,-,21 Sep 2024,30 Sep 2024,20 Sep 2024,20 Sep 2024,-
541701,SUPERSHAKT,Supershakti Metaliks Ltd,20 Sep 2024,Final Dividend - Rs. - 0.5000,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
543434,SUPRIYA,Supriya Lifescience Ltd,20 Sep 2024,Final Dividend - Rs. - 0.8000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
518075,SURAJ,Suraj Products Ltd,20 Sep 2024,Final Dividend - Rs. - 2.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
544054,SURAJEST,Suraj Estate Developers Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
533101,SURYAAMBA,Suryaamba Spinning Mills Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,20 Sep 2024,-,-,-,-,-
523558,SWISSMLTRY,Swiss Military Consumer Goods Ltd,20 Sep 2024,Final Dividend - Rs. - 0.1000,20 Sep 2024,-,-,16 Sep 2024,20 Sep 2024,-
506854,TANFACIND,TANFAC Industries Ltd-$,20 Sep 2024,Final Dividend - Rs. - 7.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
543399,TARSONS,Tarsons Products Ltd,20 Sep 2024,Final Dividend - Rs. - 2.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
505400,TEXINFRA,Texmaco Infrastructure & Holdings Ltd,20 Sep 2024,Dividend - Rs. - 0.1500,-,21 Sep 2024,26 Sep 2024,20 Sep 2024,20 Sep 2024,-
507753,TGVSL,TGV Sraac Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,-,21 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
507205,TI,Tilaknagar Industries Ltd-$,20 Sep 2024,Final Dividend - Rs. - 0.5000,20 Sep 2024,-,-,-,-,-
532856,TIMETECHNO,Time Technoplast Ltd,20 Sep 2024,Final Dividend - Rs. - 2.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
543596,TMB,Tamilnad Mercantile Bank Ltd,20 Sep 2024,Final Dividend - Rs. - 10.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
531426,TNPL,Tamil Nadu Newsprint & Papers Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
532384,TYCHE,Tyche Industries Ltd,20 Sep 2024,Final Dividend - Rs. - 2.5000,-,21 Sep 2024,30 Sep 2024,20 Sep 2024,20 Sep 2024,-
533644,UEL,Ujaas Energy Ltd,20 Sep 2024,Bonus issue 1:4,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
511431,VAKRANGEE,Vakrangee Ltd-$,20 Sep 2024,Final Dividend - Rs. - 0.0500,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
505232,VELJAN,Veljan Denison Ltd,20 Sep 2024,Dividend - Rs. - 17.0000,-,21 Sep 2024,30 Sep 2024,20 Sep 2024,20 Sep 2024,-
539331,VETO,Veto Switchgears and Cables Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,-,22 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
516072,VISHNU,Vishnu Chemicals Ltd,20 Sep 2024,Final Dividend - Rs. - 0.3000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
542852,VISHWARAJ,Vishwaraj Sugar Industries Ltd,20 Sep 2024,Final Dividend - Rs. - 0.2000,20 Sep 2024,-,-,16 Sep 2024,20 Sep 2024,-
511333,VLSFINANCE,VLS Finance Ltd,20 Sep 2024,Special Dividend - Rs. - 1.0000,-,21 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
511333,VLSFINANCE,VLS Finance Ltd,20 Sep 2024,Final Dividend - Rs. - 1.5000,-,21 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
538970,WARDINMOBI,Wardwizard Innovations & Mobility Ltd,20 Sep 2024,Final Dividend - Rs. - 0.1500,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
514266,ZENIFIB,Zenith Fibres Ltd-$,20 Sep 2024,Final Dividend - Rs. - 1.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
500780,ZUARIIND,Zuari Industries Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,20 Sep 2024,-,-,16 Sep 2024,20 Sep 2024,-
530621,AAIL,Akar Auto Industries Ltd,23 Sep 2024,Final Dividend - Rs. - 0.6000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
539562,AARNAV,Aarnav Fashions Ltd,23 Sep 2024,Final Dividend - Rs. - 0.5000,23 Sep 2024,-,-,-,-,-
542580,AARTECH,Aartech Solonics Ltd,23 Sep 2024,Final Dividend - Rs. - 0.2500,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
507852,ADDIND,Addi Industries Ltd-$,23 Sep 2024,Final Dividend - Rs. - 1.2500,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
543230,ADVAIT,Advait Energy Transitions Ltd,23 Sep 2024,Final Dividend - Rs. - 1.5000,23 Sep 2024,-,-,23 Sep 2024,23 Sep 2024,-
539196,AEL,Amba Enterprises Ltd,23 Sep 2024,Final Dividend - Rs. - 0.5000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
524598,AKSHARCHEM,AksharChem India Ltd-$,23 Sep 2024,Final Dividend - Rs. - 0.5000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
543236,ATAM,Atam Valves Ltd,23 Sep 2024,Final Dividend - Rs. - 0.7500,23 Sep 2024,-,-,23 Sep 2024,23 Sep 2024,-
543910,AVG,AVG Logistics Ltd,23 Sep 2024,Final Dividend - Rs. - 1.2000,23 Sep 2024,-,-,-,-,-
539872,BAJAJHCARE,Bajaj Healthcare Ltd,23 Sep 2024,Final Dividend - Rs. - 1.0000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
543668,BBTCL,B&B Triplewall Containers Ltd,23 Sep 2024,Final Dividend - Rs. - 1.0000,23 Sep 2024,-,-,23 Sep 2024,23 Sep 2024,-
541143,BDL,Bharat Dynamics Ltd,23 Sep 2024,Final Dividend - Rs. - 0.8500,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
539660,BESTAGRO,Best Agrolife Ltd,23 Sep 2024,Final Dividend - Rs. - 3.0000,23 Sep 2024,-,-,23 Sep 2024,23 Sep 2024,-
539120,BFFL,Bangalore Fort Farms Ltd,23 Sep 2024,Final Dividend - Rs. - 0.2000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
512608,BHANDARI,Bhandari Hosiery Exports Ltd,23 Sep 2024,Final Dividend - Rs. - 0.0100,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
542669,BMW,BMW Industries Ltd,23 Sep 2024,Final Dividend - Rs. - 0.2100,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
524742,CAPLIPOINT,Caplin Point Laboratories Ltd,23 Sep 2024,Final Dividend - Rs. - 2.5000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
544223,CEIGALL,Ceigall India Ltd,23 Sep 2024,Final Dividend - Rs. - 0.5000,23 Sep 2024,-,-,23 Sep 2024,23 Sep 2024,-
539991,CFEL,Confidence Futuristic Energetech Ltd,23 Sep 2024,Final Dividend - Rs. - 0.3750,23 Sep 2024,-,-,-,-,-
540678,COCHINSHIP,Cochin Shipyard Ltd,23 Sep 2024,Final Dividend - Rs. - 2.2500,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
526829,CONFIPET,Confidence Petroleum India Ltd,23 Sep 2024,Final Dividend - Rs. - 0.1000,23 Sep 2024,-,-,-,-,-
543462,DEVIT,Dev Information Technology Ltd,23 Sep 2024,Final Dividend - Rs. - 0.2500,-,24 Sep 2024,29 Sep 2024,23 Sep 2024,24 Sep 2024,-
538882,EMERALD,Emerald Finance Ltd,23 Sep 2024,Final Dividend - Rs. - 0.1000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
539730,FREDUN,Fredun Pharmaceuticals Ltd,23 Sep 2024,Final Dividend - Rs. - 0.7000,23 Sep 2024,-,-,-,-,-
532726,GALLANTT,Gallantt Ispat Ltd,23 Sep 2024,Final Dividend - Rs. - 1.0000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
544199,GEMENVIRO,GEM Enviro Management Ltd,23 Sep 2024,Final Dividend - Rs. - 0.5000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
530343,GENUSPOWER,Genus Power Infrastructures Ltd-$,23 Sep 2024,Final Dividend - Rs. - 0.6000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
539522,GROVY,Grovy India Ltd,23 Sep 2024,Final Dividend - Rs. - 0.1000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
522217,GUJAPOLLO,Gujarat Apollo Industries Ltd,23 Sep 2024,Final Dividend - Rs. - 2.0000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
500183,HFCL,HFCL Ltd,23 Sep 2024,Dividend - Rs. - 0.2000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
505712,HIMTEK,Him Teknoforge Ltd,23 Sep 2024,Final Dividend - Rs. - 0.4000,23 Sep 2024,-,-,-,-,-
540136,HPL,HPL Electric & Power Ltd,23 Sep 2024,Final Dividend - Rs. - 1.0000,23 Sep 2024,-,-,-,-,-
531129,INANI,Inani Marbles & Industries Ltd,23 Sep 2024,Final Dividend - Rs. - 0.0400,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
532326,INTENTECH,Intense Technologies Ltd-$,23 Sep 2024,Final Dividend - Rs. - 1.0000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
500227,JINDALPOLY,Jindal Poly Films Ltd,23 Sep 2024,Final Dividend - Rs. - 5.5000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
542544,JYOTIN,Jyot International Marketing Ltd,23 Sep 2024,Dividend - Rs. - 0.0500,23 Sep 2024,-,-,-,-,-
514448,JYOTIRES,Jyoti Resins & Adhesives Ltd,23 Sep 2024,Final Dividend - Rs. - 9.0000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
531163,KEMISTAR,Kemistar Corporation Ltd,23 Sep 2024,Final Dividend - Rs. - 0.5000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
540468,KMSMEDI,KMS Medisurgi Ltd,23 Sep 2024,Final Dividend - Rs. - 0.0500,23 Sep 2024,-,-,-,-,-
526947,LAOPALA,La Opala RG Ltd,23 Sep 2024,Dividend - Rs. - 10.0000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
531494,NAVKARURB,Navkar Urbanstructure Ltd,23 Sep 2024,Final Dividend - Rs. - 0.0100,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
526349,NIRBHAYIND,Nirbhay Colours India Ltd,23 Sep 2024,Dividend - Rs. - 0.1000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
531092,OMINFRAL,OM Infra Ltd,23 Sep 2024,Final Dividend - Rs. - 0.5000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
514330,ONEGLOBAL,One Global Service Provider Ltd,23 Sep 2024,Final Dividend - Rs. - 1.0000,23 Sep 2024,-,-,23 Sep 2024,23 Sep 2024,-
504879,ORIENTCER,Orient Ceratech Ltd-$,23 Sep 2024,Final Dividend - Rs. - 0.2500,23 Sep 2024,-,-,-,-,-
531726,PANCHSHEEL,Panchsheel Organics Ltd,23 Sep 2024,Final Dividend - Rs. - 0.8000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
539469,PANORAMA,Panorama Studios International Ltd,23 Sep 2024,Final Dividend - Rs. - 0.2000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
533581,PGEL,PG Electroplast Ltd,23 Sep 2024,Final Dividend - Rs. - 0.2000,23 Sep 2024,-,-,23 Sep 2024,23 Sep 2024,-
543912,PIGL,Power and Instrumentation (Gujarat) Ltd,23 Sep 2024,Final Dividend - Rs. - 0.2000,23 Sep 2024,-,-,-,-,-
532486,POKARNA,Pokarna Ltd,23 Sep 2024,Final Dividend - Rs. - 0.6000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
531637,PRAVEG,Praveg Ltd,23 Sep 2024,Final Dividend - Rs. - 1.0000,23 Sep 2024,-,-,23 Sep 2024,23 Sep 2024,-
533274,PRESTIGE,Prestige Estates Projects Ltd,23 Sep 2024,Final Dividend - Rs. - 1.8000,23 Sep 2024,-,-,23 Sep 2024,23 Sep 2024,-
540125,RADHIKAJWE,Radhika Jeweltech Ltd,23 Sep 2024,Final Dividend - Rs. - 0.2000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
